Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;HPRC9;HPRC10;HPRC11;LPRC1;LPRC2;LPRC3;
2004 22 3;58;64042220224;11;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;59;64042230503;11;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;60;64042230173;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;61;64042230769;11;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;62;64042230196;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;63;64042230193;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;64;64042230733;11;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;65;64042220944;12;0;0;1;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;66;64042230435;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;67;64042231303;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;68;64042250120;12;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;69;64042231258;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;70;64042230427;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;71;64042231226;12;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;72;64042231146;12;0;0;0;1;0;1;1;1;0;1;0;0;1;0;
2004 22 3;73;64042231196;12;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;74;64042230082;12;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;75;64042230390;12;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;76;64042231249;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;77;64042231320;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;78;64042230429;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;79;64042220082;12;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;80;64042230722;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;81;64042231154;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;82;64042231218;9;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;83;64042230162;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;84;64042230402;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;85;64042231199;9;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;86;64042230166;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;87;64042230086;9;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;88;64042230578;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;89;64042230159;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;90;64042231132;9;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;91;64042230149;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;92;64042230576;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;93;64042230156;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;94;64042230090;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;95;64042221252;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;96;64042230434;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;97;64042220445;12;0;0;1;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;98;64042221251;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;99;64042230094;12;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;100;64042231121;12;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;101;64042221225;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;102;64042230426;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;103;64042231115;12;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;104;64042231185;12;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;105;64042230706;12;0;0;0;0;0;0;0;0;1;1;1;0;0;1;
2004 22 3;106;64042221174;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;107;64042230428;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;108;64042230414;12;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;109;64042221077;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;110;64042230174;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;111;64042230195;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;112;64042230182;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;113;64042220592;11;0;0;0;0;0;0;1;0;1;1;1;0;0;0;
2004 22 3;114;64042231316;11;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;115;64042230172;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;116;64042230175;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;117;64042230735;11;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;118;64042230179;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;119;64042230186;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;120;64042230188;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;121;64042230729;11;0;0;0;0;0;0;1;0;1;1;1;0;0;0;
2004 22 3;122;64042230261;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;123;64042230178;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;124;64042230183;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;125;64042231138;12;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;126;64042230292;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;127;64042220966;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;128;64042231197;12;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;129;64042230288;12;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;130;64042231217;12;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;131;64042230220;8;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 22 3;132;64042230705;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;133;64042230773;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;134;64042230099;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;135;64042230079;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;136;64042220046;8;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;137;64042230595;8;0;0;0;0;0;0;1;0;1;0;1;0;1;0;
2004 22 3;138;64042230448;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;139;64042231332;8;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;140;64042230109;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;141;64042230286;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;142;64042230276;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;143;64042231301;8;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;144;64042230263;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;145;64042230228;8;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 22 3;146;64042230534;11;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;147;64042231109;11;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;148;64042230194;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;149;64042230237;11;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;150;64042230177;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;151;64042230443;11;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;152;64042230451;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;153;64042230437;11;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;154;64042230491;11;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;155;64042230148;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;156;64042230248;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;157;64042230207;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;158;64042230154;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;159;64042231298;9;0;0;0;1;0;0;1;1;0;1;0;0;1;0;
2004 22 3;160;64042230153;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;161;64042230168;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;162;64042220321;9;0;0;1;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;163;64042230170;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;164;64042230160;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;165;64042230147;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;166;64042230580;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;167;64042230586;9;0;0;0;0;0;1;1;0;1;0;1;0;1;0;
2004 22 3;168;64042230171;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;169;64042230167;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;170;64042231267;7;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;171;64042231257;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;172;64042230726;7;0;0;0;1;0;0;1;1;0;0;0;0;0;0;
2004 22 3;173;64042231179;7;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;174;64042230078;7;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;175;64042231251;7;0;0;0;1;0;0;0;1;0;1;0;0;1;0;
2004 22 3;176;64042230334;7;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;177;64042230538;7;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;178;64042231181;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;179;64042230342;7;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;180;64042231307;7;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;181;64042230157;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;182;64042230489;9;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;183;64042230484;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;184;64042230051;9;0;0;0;0;0;0;1;0;1;0;1;0;1;0;
2004 22 3;185;64042230151;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;186;64042230577;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;187;64042231160;9;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;188;64042230164;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;189;64042230403;9;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;190;64042231229;9;0;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;191;64042230488;9;0;0;0;0;0;1;1;0;1;1;1;0;0;0;
2004 22 3;192;64042231273;9;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;193;64042230152;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;194;64042230158;9;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;195;64042231260;9;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;196;64042230120;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;197;64042230110;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;198;64042231299;8;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;199;64042230415;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;200;64042230736;8;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;201;64042230098;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;202;64042230097;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;203;64042231219;8;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;204;64042230770;8;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;205;64042230107;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;206;64042230268;8;0;0;0;0;0;1;1;0;1;0;1;0;0;0;
2004 22 3;207;64042230104;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;208;64042220030;8;0;0;0;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;209;64042230226;8;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 22 3;210;64042230112;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;211;64042231143;6;0;0;0;1;0;0;1;1;0;0;0;0;1;0;
2004 22 3;212;64042231347;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;213;64042231188;6;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2004 22 3;214;64042231130;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;215;64042231328;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;216;64042231319;6;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;217;64042230698;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;218;64042230564;6;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;219;64042231278;6;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;220;64042230757;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;221;64042231335;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;222;64042231261;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;223;64042231294;6;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;224;64042230198;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;225;64042230241;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;226;64042230119;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;227;64042231235;8;0;0;0;1;0;0;0;1;0;0;0;0;1;1;
2004 22 3;228;64042230102;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;229;64042230117;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;230;64042231313;8;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;231;64042230116;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;232;64042230108;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;233;64042231124;8;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;234;64042230101;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;235;64042230106;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;236;64042231300;8;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;237;64042230111;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;238;64042230482;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;239;64042221241;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;
2004 22 3;240;64042230230;5;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
2004 22 3;241;64042230708;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;242;64042230715;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;243;64042231191;5;0;0;0;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;244;64042230751;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;245;64042230771;5;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;246;64042230542;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;247;64042230548;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;248;64042231125;5;0;0;0;0;0;0;1;0;1;0;1;0;1;0;
2004 22 3;249;64042221263;5;0;0;1;1;0;0;0;1;0;0;0;0;0;1;
2004 22 3;250;64042230496;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;251;64042230272;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;252;64042230541;5;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;253;64042221242;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;
2004 22 3;254;64042230275;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;255;64042231164;8;0;0;0;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;256;64042230225;8;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 22 3;257;64042230302;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;258;64042230037;8;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;259;64042230487;8;0;0;1;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;260;64042230270;8;0;0;0;0;0;0;1;0;1;0;1;0;0;0;
2004 22 3;261;64042231147;8;0;0;0;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;262;64042230100;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;263;64042230103;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;264;64042220591;8;0;0;0;1;0;0;1;1;0;0;0;0;0;0;
2004 22 3;265;64042230118;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;266;64042230229;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;267;64042230702;8;0;0;0;0;0;0;1;0;1;0;1;1;0;0;
2004 22 3;268;64042230259;8;0;0;1;0;0;0;0;0;1;0;1;0;1;1;
2004 22 3;269;64042230720;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;270;64042230136;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;271;64042540107;4;0;0;0;0;0;1;1;0;1;1;1;0;0;0;
2004 22 3;272;64042230408;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 22 3;273;64042230140;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;274;64042230143;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;275;64042231262;4;0;0;0;1;0;0;0;1;0;0;0;0;1;0;
2004 22 3;276;64042230127;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2004 22 3;277;64042230480;4;0;0;1;0;0;0;0;0;1;0;1;0;0;1;
