Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;
2004 22 3;862;39042211460;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;863;39042120054;6;1;1;0;0;0;1;0;0;0;0;0;
2004 22 3;864;39042211486;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;865;39042221709;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;866;39042211703;6;0;0;0;0;0;0;0;0;0;1;0;
2004 22 3;867;39042221319;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;868;39042220084;6;1;0;0;1;0;0;0;0;0;0;0;
2004 22 3;869;39042221292;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;870;39042221029;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;871;39042030083;6;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;872;39042220710;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;873;39042220702;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;874;39042220812;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;875;39042131233;6;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;876;39042220711;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;877;39042220712;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;878;39042131234;6;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;879;39042220366;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;880;39042211146;6;0;0;0;0;1;0;0;0;0;0;1;
2004 22 3;881;39042221069;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;882;39042131235;6;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;883;39042220709;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;884;39042220705;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;885;39042110032;6;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;886;39042221543;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;887;39042221520;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;888;39042220249;6;0;0;1;0;0;0;0;0;0;0;1;
2004 22 3;889;39042220051;6;1;0;0;1;0;0;0;0;1;0;0;
2004 22 3;890;39042221859;6;0;0;0;0;0;0;0;0;0;1;0;
2004 22 3;891;39042221514;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;892;39042120113;6;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;893;39042220802;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;894;39042221839;6;0;0;0;0;0;0;0;0;0;1;0;
2004 22 3;895;39042131237;6;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;896;39042221519;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;897;39042221516;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;898;39042221513;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;899;39042221318;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;900;39042220895;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;901;39042120105;6;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;902;39042220708;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;903;39042211149;6;0;0;0;0;1;0;0;0;0;0;1;
2004 22 3;904;39042010038;6;1;0;0;0;0;1;0;0;0;0;0;
2004 22 3;905;39042221423;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;906;39042211687;6;0;0;0;0;0;0;0;1;0;1;0;
2004 22 3;907;39041650144;6;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;908;39042221675;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;909;39042221542;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;910;39042221665;6;0;0;1;0;0;0;0;0;0;0;1;
2004 22 3;911;39042220843;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;912;39042120029;6;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;913;39042220906;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;914;39042221880;6;0;0;0;0;0;0;0;0;0;1;0;
2004 22 3;915;39042050110;6;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;916;39042211403;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;917;39042221870;6;0;0;0;0;0;0;0;0;0;1;0;
2004 22 3;918;39041940068;6;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;919;39042221881;6;0;0;0;0;0;0;0;0;0;1;0;
2004 22 3;920;39042221867;6;0;0;0;0;0;0;0;0;0;1;0;
2004 22 3;921;39041950162;6;1;0;0;0;0;0;0;0;1;0;0;
2004 22 3;922;39042221863;6;0;0;0;0;0;0;1;0;0;1;0;
2004 22 3;923;39042221152;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;924;39042221455;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;925;39042220072;6;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;926;39042210162;6;0;0;0;1;0;0;0;0;0;1;0;
2004 22 3;927;39042221926;6;0;0;0;0;0;0;0;0;0;1;0;
2004 22 3;928;39042220861;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;929;39042331170;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;930;39042120190;6;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;931;39042221495;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;932;39042220786;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;933;39042040035;6;1;1;0;0;1;1;0;0;0;0;0;
2004 22 3;934;39042221382;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;935;39042221238;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;936;39042221578;6;0;0;1;0;0;0;0;0;0;0;1;
2004 22 3;937;39042060045;6;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;938;39042221442;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;939;39042221525;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;940;39042221524;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;941;39042120009;6;1;1;0;0;0;0;0;0;0;0;0;
2004 22 3;942;39042221523;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;943;39042221860;6;0;0;0;0;0;0;0;0;0;1;0;
2004 22 3;944;39042060068;6;1;0;0;0;0;0;0;0;0;0;0;
2004 22 3;945;39042221522;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;946;39042221526;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;947;39042220049;6;1;0;0;1;0;0;0;0;0;0;0;
2004 22 3;948;39042221209;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;949;39042221647;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;950;39042110019;6;1;1;0;0;0;0;0;0;1;0;0;
2004 22 3;951;39042221693;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 3;952;39042221692;5;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;1;39042221835;17;0;0;0;1;0;0;0;0;0;1;0;
2004 22 4;2;39042211111;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;3;39042040072;9;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;4;39042221924;9;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;5;39042210154;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;6;39042211570;3;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;7;39042220529;3;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;8;39042220677;3;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;9;39042120082;3;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;10;39042231113;10;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;11;39042230507;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;12;39042230525;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;13;39042131272;17;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;14;39042221794;17;0;0;0;1;0;0;0;0;0;1;0;
2004 22 4;15;39042221610;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;16;39042120057;1;1;1;0;0;0;0;0;0;1;0;0;
2004 22 4;17;39042221450;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;18;39042221490;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;19;39042230501;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;20;39042220479;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;21;39042230322;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;22;39042020037;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;23;39042221600;1;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;24;39042230503;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;25;39042221656;1;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;26;39042211650;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;27;39042230444;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;28;39042230321;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;29;39042220025;17;1;0;0;1;0;0;0;0;1;0;0;
2004 22 4;30;39042221421;13;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;31;39042221628;13;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;32;39042232048;13;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;33;39042221886;13;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;34;39042230455;13;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;35;39042221463;13;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;36;39042221000;13;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;37;39042120044;3;1;1;0;0;1;0;0;0;0;0;0;
2004 22 4;38;39042221018;13;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;39;39042231172;13;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;40;39042231639;13;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;41;39042230787;13;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;42;39042120026;3;1;1;0;0;0;0;0;0;1;0;0;
2004 22 4;43;39042221948;7;0;0;0;0;0;0;0;1;0;1;0;
2004 22 4;44;39042210502;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;45;39042220793;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;46;39042211651;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;47;39042120039;7;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;48;39042232073;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;49;39042222068;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;50;39042230718;7;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;51;39042230186;11;1;0;0;0;0;1;0;0;0;0;0;
2004 22 4;52;39042211656;15;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;53;39042221836;15;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;54;39042221834;15;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;55;39042221945;15;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;56;39042050090;11;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;57;39042231066;1;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;58;39042211665;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;59;39042230524;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;60;39042030103;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;61;39042210139;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;62;39042230323;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;63;39042231922;1;0;0;0;1;0;0;0;0;0;1;0;
2004 22 4;64;39042230753;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;65;39042120072;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;66;39042211655;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;67;39042221941;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;68;39042230320;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;69;39042050097;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;70;39042231056;1;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;71;39042230435;1;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;72;39042230328;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;73;39042230325;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;74;39042120080;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;75;39042230331;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;76;39042221841;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;77;39042131719;11;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;78;39042210594;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;79;39042221184;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;80;39042220728;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;81;39042220979;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;82;39042210855;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;83;39042231070;1;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;84;39042221234;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;85;39042220259;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;86;39041820052;11;1;1;0;0;0;0;0;0;1;0;0;
2004 22 4;87;39042210142;14;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;88;39042230287;14;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;89;39042131604;14;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;90;39042050158;11;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;91;39042221363;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;92;39042231288;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;93;39042250977;6;1;0;0;1;0;0;0;0;0;0;0;
2004 22 4;94;39042231255;6;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;95;39042231102;1;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;96;39042030187;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;97;39042221847;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;98;39042232072;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;99;39042221091;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;100;39042120089;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;101;39042221808;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;102;39042220363;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;103;39042230203;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;104;39042221070;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;105;39042230614;1;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;106;39042221609;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;107;39042130213;1;1;0;0;0;0;1;0;0;0;0;0;
2004 22 4;108;39042221359;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;109;39042221160;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;110;39042221957;9;0;0;0;1;0;0;0;0;0;1;0;
2004 22 4;111;39042230240;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;112;39042230476;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;113;39042221611;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;114;39042221095;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;115;39042221077;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;116;39042030104;9;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;117;39042220821;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;118;39042230965;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;119;39042120127;9;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;120;39042221826;9;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;121;39042221032;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;122;39042221436;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;123;39042220114;17;1;0;0;1;0;0;0;0;0;0;0;
2004 22 4;124;39042231119;10;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;125;39042230462;7;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;126;39042211373;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;127;39042120014;7;1;1;0;0;0;0;0;0;1;0;0;
2004 22 4;128;39042221584;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;129;39042221848;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;130;39042221171;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;131;39042230504;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;132;39042230598;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;133;39042221800;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;134;39042221816;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;135;39042221896;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;136;39042220291;7;0;0;0;0;0;0;0;1;0;1;0;
2004 22 4;137;39041550132;7;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;138;39042230409;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;139;39042230404;7;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;140;39042230526;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;141;39042221437;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;142;39042231110;10;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;143;39042110078;3;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;144;39042210793;5;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;145;39042221828;5;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;146;39042250981;5;1;0;0;1;0;0;0;0;1;0;0;
2004 22 4;147;39042231965;5;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;148;39042221263;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;149;39042120079;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;150;39042221257;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;151;39042221256;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;152;39042221466;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;153;39042231315;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;154;39042231316;1;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;155;39042020058;3;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;156;39042230640;13;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;157;39042221892;17;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;158;39042130082;17;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;159;39042231911;17;0;0;0;1;0;0;0;0;0;1;0;
2004 22 4;160;39042221208;17;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;161;39042020089;17;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;162;39042221830;4;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;163;39042221895;4;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;164;39042230279;11;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;165;39042221350;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;166;39042231118;10;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;167;39042130065;11;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;168;39042221351;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;169;39042230623;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;170;39042221078;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;171;39042231409;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;172;39042230464;10;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;173;39042231404;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;174;39042230549;10;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;175;39042220038;17;1;0;0;1;0;0;0;0;0;0;0;
2004 22 4;176;39042221474;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;177;39042220902;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;178;39042230109;1;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;179;39042230333;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;180;39042231616;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;181;39041740138;3;1;1;0;0;1;1;0;0;0;0;0;
2004 22 4;182;39042221845;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;183;39042210807;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;184;39042221625;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;185;39042221688;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;186;39042221103;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;187;39042221105;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;188;39042210114;7;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;189;39042221233;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;190;39042220998;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;191;39042230401;7;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;192;39042222025;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;193;39042221810;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;194;39042211290;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;195;39042221082;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;196;39042221388;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;197;39042231133;10;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;198;39042220056;3;1;0;0;1;0;0;0;0;0;0;0;
2004 22 4;199;39042221897;3;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;200;39042220399;3;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;201;39042120131;3;1;1;0;0;0;0;0;0;1;0;0;
2004 22 4;202;39042211015;3;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;203;39042221936;3;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;204;39042130080;3;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;205;39042221883;3;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;206;39042221963;3;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;207;39042030043;3;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;208;39042230531;3;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;209;39042230482;3;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;210;39042211569;3;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;211;39042231116;10;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;212;39042231917;17;0;0;0;1;0;0;0;0;0;1;0;
2004 22 4;213;39042030019;3;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;214;39042230550;3;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;215;39042220732;7;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;216;39042230273;3;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;217;39042221802;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;218;39042230330;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;219;39042231159;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;220;39042230836;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;221;39042120046;1;1;1;0;0;0;1;0;0;0;0;0;
2004 22 4;222;39042230327;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;223;39042230502;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;224;39042230329;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;225;39042221790;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;226;39042221855;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;227;39042230523;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;228;39042120078;1;1;1;0;0;0;0;0;0;0;0;0;
2004 22 4;229;39042221114;1;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;230;39042230518;1;0;0;1;0;0;0;0;0;0;0;1;
2004 22 4;231;39042231074;1;0;0;0;0;1;0;0;0;0;0;1;
2004 22 4;232;39042230108;11;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;233;39042221289;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;234;39042221227;9;0;0;0;0;0;0;0;0;0;0;1;
2004 22 4;235;39042130069;9;1;0;0;0;0;0;0;0;0;0;0;
