Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;
2004 22 4;18;39042230643;1;0;0;1;0;0;0;0;0;0;0;0;
2004 22 4;19;39042320342;1;0;0;0;0;0;0;1;1;0;1;0;
2004 22 4;20;39042220984;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;21;39042232057;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;22;39042220241;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;23;39042210371;1;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;24;39042230620;1;0;0;0;0;0;0;0;0;1;0;0;
2004 22 4;25;39042221771;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;26;39042221150;1;0;0;0;0;0;0;1;0;0;0;0;
2004 22 4;27;39042232054;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;28;39042320927;1;0;0;0;0;0;0;0;0;1;1;0;
2004 22 4;29;39042231821;1;0;0;1;0;0;0;0;0;0;0;0;
2004 22 4;30;39042220973;15;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;31;39042221555;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;32;39042320520;7;0;0;0;0;0;0;1;0;1;1;0;
2004 22 4;33;39042220916;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;34;39042220284;15;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;35;39042320708;13;0;0;0;0;1;1;0;1;0;1;0;
2004 22 4;36;39042211009;13;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;37;39042221561;13;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;38;39042320824;13;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;39;39042230751;13;0;0;0;0;0;0;0;0;1;0;0;
2004 22 4;40;39042220662;13;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;41;39042230271;13;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;42;39042221643;13;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;43;39042320929;13;0;0;1;1;0;0;1;0;0;1;0;
2004 22 4;44;39042230538;13;0;0;0;0;0;0;0;0;1;0;1;
2004 22 4;45;39042221682;13;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;46;39042210728;13;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;47;39042220869;13;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;48;39042320651;13;0;0;0;0;0;0;0;0;1;1;0;
2004 22 4;49;39042221250;13;0;0;0;0;0;0;1;0;0;0;0;
2004 22 4;50;39042220875;13;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;51;39042232025;13;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;52;39042210431;13;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;53;39042220892;13;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;54;39042231724;13;0;0;1;0;1;0;0;0;1;0;0;
2004 22 4;55;39042320524;1;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;56;39042230610;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;57;39042220848;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;58;39042220387;3;0;0;0;0;0;0;0;0;1;0;0;
2004 22 4;59;39042241987;3;1;0;0;0;0;0;0;1;0;1;0;
2004 22 4;60;39042230632;3;0;0;0;0;0;1;0;0;0;0;0;
2004 22 4;61;39042211763;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;62;39042231790;3;1;0;1;0;0;0;0;0;0;0;0;
2004 22 4;63;39042221076;3;0;0;0;0;0;0;0;0;1;0;0;
2004 22 4;64;39042210374;3;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;65;39042320619;3;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;66;39042211579;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;67;39042230762;3;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;68;39042230639;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;69;39042320795;13;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;70;39042232009;3;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;71;39042231561;3;0;0;1;1;0;0;0;0;0;0;0;
2004 22 4;72;39042221721;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;73;39042221393;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;74;39041921830;3;1;0;0;0;0;0;1;0;1;0;0;
2004 22 4;75;39042321331;3;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;76;39042220828;3;0;0;0;0;0;0;0;0;1;0;0;
2004 22 4;77;39042210469;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;78;39042320776;3;0;0;0;1;1;1;0;1;0;1;0;
2004 22 4;79;39042220978;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;80;39042230007;3;0;0;1;0;0;0;1;0;1;0;0;
2004 22 4;81;39042241979;3;1;0;0;0;0;0;0;0;0;1;0;
2004 22 4;82;39042221685;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;83;39042220700;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;84;39042231834;3;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;85;39042210829;3;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;86;39042221606;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;87;39042220934;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;88;39042241975;3;1;0;1;0;0;0;1;0;1;1;0;
2004 22 4;89;39042221299;3;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;90;39042221444;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;91;39042232013;9;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;92;39042321243;9;0;0;0;1;0;0;0;1;0;1;0;
2004 22 4;93;39042231038;9;0;0;0;0;0;0;1;0;0;0;0;
2004 22 4;94;39042220199;9;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;95;39042220433;9;0;0;0;0;0;0;0;0;1;0;1;
2004 22 4;96;39042321748;9;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;97;39042230736;9;0;0;1;0;0;0;0;0;0;0;0;
2004 22 4;98;39042230782;9;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;99;39041910389;9;0;0;0;0;0;1;0;0;1;0;0;
2004 22 4;100;39042220780;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;101;39042230494;9;1;0;0;0;0;0;1;0;1;0;0;
2004 22 4;102;39042221375;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;103;39042321259;9;0;0;0;1;0;0;0;1;1;1;0;
2004 22 4;104;39042220785;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;105;39042210321;9;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;106;39042221280;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;107;39042220655;9;0;0;0;0;0;0;0;0;1;0;0;
2004 22 4;108;39042230726;9;1;0;1;0;0;0;0;0;0;0;0;
2004 22 4;109;39042320884;2;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;110;39042131148;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;111;39042221148;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;112;39042230647;2;0;0;0;0;0;0;0;0;1;0;0;
2004 22 4;113;39042221434;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;114;39042320566;2;0;0;0;0;0;0;1;1;0;1;0;
2004 22 4;115;39042220420;2;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;116;39042221655;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;117;39042231774;1;1;0;0;0;0;1;0;0;1;0;0;
2004 22 4;118;39042221085;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;119;39042320259;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;120;39042230706;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;121;39042220964;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;122;39042321508;1;0;0;0;1;0;0;1;0;1;1;0;
2004 22 4;123;39042230655;1;0;0;1;0;0;0;0;0;0;0;0;
2004 22 4;124;39042221094;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;125;39042320675;1;0;0;0;0;0;0;0;1;0;1;0;
2004 22 4;126;39042230713;1;0;0;0;0;0;0;0;0;1;0;0;
2004 22 4;127;39042221373;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;128;39042321237;1;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;129;39042230605;1;1;0;0;1;0;0;0;0;0;0;1;
2004 22 4;130;39042221304;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;131;39042230596;1;0;0;0;0;0;0;0;0;1;0;0;
2004 22 4;132;39042131491;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;133;39042221700;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;134;39042221328;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;135;39042230750;1;0;0;0;0;0;0;1;0;1;0;0;
2004 22 4;136;39042210792;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;137;39042230456;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;138;39042320829;2;0;0;0;0;1;1;0;0;0;1;0;
2004 22 4;139;39042230478;2;0;0;0;1;0;0;0;0;1;0;0;
2004 22 4;140;39042221617;2;0;0;0;0;0;0;1;0;0;0;0;
2004 22 4;141;39042230469;2;0;0;1;1;0;0;0;0;0;0;0;
2004 22 4;142;39042210751;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;143;39042232005;2;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;144;39042220740;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;145;39042221144;2;0;0;0;0;0;0;1;0;0;0;0;
2004 22 4;146;39042232000;2;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;147;39042221321;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;148;39042220731;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;149;39042221345;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;150;39042241898;2;1;0;0;1;0;0;1;1;1;1;0;
2004 22 4;151;39042230622;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;152;39042220742;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;153;39042242020;2;1;0;0;0;0;0;0;0;0;1;0;
2004 22 4;154;39042221657;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;155;39042230449;2;0;0;0;0;0;0;1;0;0;0;0;
2004 22 4;156;39042220842;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;157;39042231835;15;1;0;0;0;0;0;1;0;1;0;0;
2004 22 4;158;39042321064;4;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;159;39042221038;4;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;160;39042210378;4;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;161;39042321125;4;0;0;0;0;0;0;0;1;0;1;0;
2004 22 4;162;39042220402;4;0;0;0;0;0;0;1;0;1;0;0;
2004 22 4;163;39042221121;4;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;164;39041720914;4;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;165;39042211277;4;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;166;39042320969;12;0;0;0;0;1;0;0;0;1;1;0;
2004 22 4;167;39042220993;12;0;0;0;1;0;1;0;0;0;0;0;
2004 22 4;168;39042230582;12;1;0;1;0;0;0;0;0;0;0;0;
2004 22 4;169;39042231771;12;0;0;0;0;0;0;1;0;0;0;0;
2004 22 4;170;39042321747;12;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;171;39042221691;12;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;172;39042221081;12;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;173;39042320598;12;0;0;0;0;0;0;0;0;1;1;0;
2004 22 4;174;39042241985;12;1;0;0;0;0;0;0;0;0;1;0;
2004 22 4;175;39042230534;12;0;0;1;0;0;0;0;0;0;0;0;
2004 22 4;176;39042320534;12;0;0;0;0;0;0;1;1;0;1;0;
2004 22 4;177;39042220836;12;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;178;39042211539;12;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;179;39042220937;12;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;180;39042320655;12;0;0;0;0;0;0;0;0;1;1;0;
2004 22 4;181;39042121337;12;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;182;39042220755;12;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;183;39042321722;12;0;0;0;1;0;0;1;0;0;1;0;
2004 22 4;184;39042211447;12;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;185;39042230406;12;0;0;1;0;1;1;0;0;0;0;0;
2004 22 4;186;39042241959;15;1;0;0;0;0;0;0;0;1;1;0;
2004 22 4;187;39042220248;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;188;39042221365;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;189;39042321315;7;0;0;0;0;0;0;1;1;0;1;0;
2004 22 4;190;39042211676;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;191;39042210366;7;0;0;0;1;0;0;0;0;1;0;0;
2004 22 4;192;39042320607;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;193;39042220918;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;194;39042321165;7;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;195;39042231011;7;1;0;1;0;0;0;1;0;1;0;0;
2004 22 4;196;39042230405;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;197;39042221488;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;198;39042241993;7;1;0;0;0;0;0;0;0;0;1;0;
2004 22 4;199;39042220763;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;200;39042320663;7;0;0;0;0;0;0;1;1;0;1;0;
2004 22 4;201;39041640439;7;0;0;0;0;0;0;0;0;1;0;1;
2004 22 4;202;39042241986;7;1;0;0;0;0;0;0;0;0;1;0;
2004 22 4;203;39042220764;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;204;39042230907;7;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;205;39042241998;7;1;0;0;0;0;0;1;0;1;1;0;
2004 22 4;206;39042210755;7;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;207;39042231683;1;0;0;1;0;0;0;0;0;0;0;0;
2004 22 4;208;39042320962;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;209;39042230543;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;210;39042230360;1;1;0;0;0;0;0;1;0;1;0;0;
2004 22 4;211;39042321285;1;0;0;0;0;1;1;0;1;0;1;0;
2004 22 4;212;39042221607;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;213;39042221496;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;214;39042221252;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;215;39042231825;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;216;39042321330;1;0;0;0;1;0;0;0;0;0;1;0;
2004 22 4;217;39042220854;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;218;39042230266;1;1;0;1;0;0;0;1;0;1;0;0;
2004 22 4;219;39042221702;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;220;39042221119;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;221;39042231715;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;222;39042231816;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;223;39042321434;1;0;0;0;0;0;0;0;1;0;1;0;
2004 22 4;224;39042221703;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;225;39042221954;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;226;39042321154;1;0;0;0;1;0;0;0;0;1;1;0;
2004 22 4;227;39042230415;11;1;0;0;0;0;0;1;0;0;0;0;
2004 22 4;228;39042221314;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;229;39042221165;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;230;39042320513;1;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;231;39042221336;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;232;39042230485;1;0;0;1;0;1;1;0;0;1;0;0;
2004 22 4;233;39042320865;1;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;234;39042230318;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;235;39042221324;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;236;39042230537;1;0;0;0;0;0;0;0;0;1;0;1;
2004 22 4;237;39042221626;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;238;39042230361;1;0;0;0;0;0;0;1;0;0;0;0;
2004 22 4;239;39042231784;1;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;240;39042320952;1;0;0;0;1;0;0;0;1;0;1;0;
2004 22 4;241;39042220890;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;242;39042231991;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;243;39042241964;1;1;0;0;0;0;0;1;0;1;1;0;
2004 22 4;244;39042220844;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;245;39042230384;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;246;39042230509;1;0;0;1;0;0;0;0;0;0;0;0;
2004 22 4;247;39042251716;1;1;0;0;0;0;0;0;0;1;1;0;
2004 22 4;248;39042230576;2;0;0;0;0;0;0;1;0;0;0;0;
2004 22 4;249;39042220411;2;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;250;39042220630;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;251;39042221355;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;252;39042221660;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;253;39042321665;2;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;254;39042232014;9;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;255;39042221096;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;256;39042220784;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;257;39042321108;9;0;0;0;1;1;1;0;0;0;1;0;
2004 22 4;258;39042230298;9;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;259;39042221099;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;260;39042321231;9;0;0;0;0;0;0;0;1;0;1;0;
2004 22 4;261;39042210620;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;262;39042351120;9;1;0;0;0;0;0;1;0;1;0;0;
2004 22 4;263;39042221545;9;0;0;1;0;0;0;0;0;0;0;0;
2004 22 4;264;39042210739;9;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;265;39042231323;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;266;39042211093;9;0;0;0;0;0;0;0;0;1;0;0;
2004 22 4;267;39042231226;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;268;39042231473;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;269;39042320625;9;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;270;39042221445;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;271;39042210860;9;0;0;0;1;0;0;0;0;1;0;0;
2004 22 4;272;39042232004;9;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;273;39042231581;9;0;0;1;0;0;0;0;0;0;0;0;
2004 22 4;274;39042220245;4;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;275;39042241996;9;1;0;0;0;0;0;1;1;1;1;0;
2004 22 4;276;39042231279;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;277;39041840802;9;0;0;0;0;0;1;0;0;0;0;0;
2004 22 4;278;39042231791;9;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;279;39042210850;9;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;280;39042231551;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;281;39042220431;9;0;0;1;0;0;0;0;0;1;0;1;
2004 22 4;282;39042241999;9;1;0;0;0;0;0;0;0;0;1;0;
2004 22 4;283;39042221352;9;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;284;39042230578;9;0;0;0;0;0;0;1;0;1;0;0;
2004 22 4;285;39042321441;9;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;286;39042231999;9;1;0;0;0;0;0;0;0;0;0;0;
2004 22 4;287;39042220735;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;288;39042321235;2;0;0;0;1;0;0;0;1;1;1;0;
2004 22 4;289;39042220744;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;290;39042230510;2;0;0;0;0;0;0;1;0;0;0;0;
2004 22 4;291;39042230708;2;1;0;1;0;0;0;0;0;0;0;0;
2004 22 4;292;39042321739;2;0;0;0;0;0;0;0;0;0;1;0;
2004 22 4;293;39042231442;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;294;39042221563;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;295;39042320543;2;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;296;39042221567;2;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;297;39042221565;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;298;39041830848;2;0;0;0;0;0;1;0;0;1;0;0;
2004 22 4;299;39042221564;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;300;39042430273;2;0;0;0;0;0;0;1;1;0;1;0;
2004 22 4;301;39042221154;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;302;39042231438;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;303;39041640809;2;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;304;39042241944;2;1;0;0;0;0;0;0;0;0;1;0;
2004 22 4;305;39042220617;2;0;0;0;0;0;0;1;0;1;0;0;
2004 22 4;306;39042220583;2;0;0;0;1;0;0;0;0;0;0;0;
2004 22 4;307;39042242005;15;1;0;0;0;0;0;0;0;0;1;0;
2004 22 4;308;39042231429;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;309;39042231427;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;310;39042241947;1;1;0;0;0;0;0;1;0;1;1;0;
2004 22 4;311;39042231428;1;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;312;39042321245;1;0;0;0;0;0;0;0;1;0;1;0;
2004 22 4;313;39042221446;10;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;314;39042230493;10;0;0;1;0;0;0;0;0;1;0;1;
2004 22 4;315;39042241120;10;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;316;39042320539;10;0;0;0;0;1;1;0;0;1;1;0;
2004 22 4;317;39042221604;10;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;318;39042232015;10;1;0;0;0;0;0;0;0;1;0;0;
2004 22 4;319;39042320211;10;0;0;0;0;0;0;1;0;0;1;0;
2004 22 4;320;39042221338;10;0;0;0;0;0;0;0;0;0;0;0;
2004 22 4;321;39042220897;10;0;0;0;0;0;0;0;0;0;0;0;
